file,comment,clean_comment
/content/pandas/pandas/core/arrays/datetimelike.py,#  and there is nothing left to do,and there is nothing left to do
/content/pandas/pandas/core/dtypes/dtypes.py,"# error: Signature of ""str"" incompatible with supertype ""PandasExtensionDtype""",error signature of str incompatible with supertype pandasextensiondtype
/content/pandas/pandas/tests/frame/methods/test_dot.py,"# Check ndarray argument; in this case we get matching values,",check ndarray argument in this case we get matching values
/content/pandas/pandas/tests/groupby/methods/test_nth.py,# it works!,it works
/content/pandas/pandas/tests/config/test_config.py,# without predefining the intermediate steps,without predefining the intermediate steps
/content/pandas/pandas/tests/arrays/sparse/test_libsparse.py,# No index can be negative.,no index can be negative
/content/pandas/pandas/tests/test_algos.py,# we are expecting to return in the order,we are expecting to return in the order
/content/pandas/pandas/io/parquet.py,# can't write to a remote url,cant write to a remote url
/content/pandas/pandas/tests/indexes/multi/test_conversion.py,# See GH-22580,see gh
/content/pandas/pandas/tests/tools/test_to_datetime.py,# bad iso 8601,bad iso
/content/pandas/pandas/tests/util/test_assert_series_equal.py,# https://github.com/pandas-dev/pandas/issues/32747,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/io/common.py,"# error: Argument ""handle"" to ""IOHandles"" has incompatible type",error argument handle to iohandles has incompatible type
/content/pandas/pandas/core/arrays/datetimelike.py,#   1. PeriodArray.astype handles period -> period,periodarrayastype handles period  period
/content/pandas/pandas/tests/indexes/test_common.py,# MultiIndex tested separately in:,multiindex tested separately in
/content/pandas/pandas/tests/frame/methods/test_rank.py,# invalid type,invalid type
/content/pandas/pandas/core/generic.py,# Misc methods,misc methods
/content/pandas/pandas/tests/indexing/test_scalar.py,#  call maybe_box_datetimelike,call maybeboxdatetimelike
/content/pandas/pandas/tests/tools/test_to_datetime.py,# Check that ser isn't mutated,check that ser isnt mutated
/content/pandas/pandas/tests/arrays/test_datetimes.py,# check that numpy still gets this wrong; if it is fixed we may be,check that numpy still gets this wrong if it is fixed we may be
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,"# Casting date to dt64 is deprecated, in 2.0 enforced to cast to object",casting date to dt is deprecated in  enforced to cast to object
/content/pandas/pandas/tests/groupby/methods/test_nth.py,# https://github.com/pandas-dev/pandas/issues/32123,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,# filling datetime with anything but datetime casts to object,filling datetime with anything but datetime casts to object
/content/pandas/pandas/core/interchange/utils.py,# Selecting the first char of resolution string:,selecting the first char of resolution string
/content/pandas/pandas/tests/frame/methods/test_rank.py,# Check rank does not mutate DataFrame,check rank does not mutate dataframe
/content/pandas/pandas/core/internals/construction.py,"# error: No overload variant of ""__getitem__"" of ""ExtensionArray""",error no overload variant of getitem of extensionarray
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# name mismatch,name mismatch
/content/pandas/pandas/tests/indexes/test_common.py,# MultiIndex tested separately,multiindex tested separately
/content/pandas/pandas/core/ops/array_ops.py,"#  We are not catching all listlikes here (e.g. frozenset, tuple)",we are not catching all listlikes here eg frozenset tuple
/content/pandas/pandas/tests/reshape/merge/test_multi.py,# just to hit the label compression code path,just to hit the label compression code path
/content/pandas/pandas/tests/extension/test_categorical.py,# this section suffers from super method,this section suffers from super method
/content/pandas/pandas/core/arrays/datetimelike.py,# GH#11587 the main way this is reached is if the `np.array_equal`,gh the main way this is reached is if the nparrayequal
/content/pandas/pandas/io/common.py,# not added to handles as it does not open/buffer resources,not added to handles as it does not openbuffer resources
/content/pandas/pandas/core/generic.py,# GH#33671 copy to ensure we don't change the index on,gh copy to ensure we dont change the index on
/content/pandas/pandas/core/ops/array_ops.py,# NB: ravel() is only safe since y is ndarray; for e.g. PeriodIndex,nb ravel is only safe since y is ndarray for eg periodindex
/content/pandas/pandas/tests/extension/base/ops.py,# see comment on check_opname,see comment on checkopname
/content/pandas/doc/make.py,# the import of `python_path` correctly. The latter is used to resolve,the import of pythonpath correctly the latter is used to resolve
/content/pandas/pandas/io/common.py,# seek/read/writ-able.,seekreadwritable
/content/pandas/pandas/tests/reshape/merge/test_join.py,# GH21220 - merging of Series and DataFrame is now allowed,gh  merging of series and dataframe is now allowed
/content/pandas/pandas/_typing.py,"# for BytesIOWrapper, gzip.GzipFile, bz2.BZ2File",for bytesiowrapper gzipgzipfile bzbzfile
/content/pandas/pandas/tests/arrays/sparse/test_libsparse.py,# All indices must be less than the length.,all indices must be less than the length
/content/pandas/pandas/core/generic.py,# multiiindex,multiiindex
/content/pandas/pandas/tests/dtypes/test_missing.py,# empty but not na,empty but not na
/content/pandas/pandas/core/generic.py,# align the cond to same shape as myself,align the cond to same shape as myself
/content/pandas/pandas/tests/extension/conftest.py,"# Object-dtypes may want to allow this, but for the most part",objectdtypes may want to allow this but for the most part
/content/pandas/pandas/tests/tools/test_to_datetime.py,# an ISO8601 format and a non-ISO8601 one,an iso format and a noniso one
/content/pandas/pandas/core/computation/scope.py,# not a local variable so check in resolvers if we have them,not a local variable so check in resolvers if we have them
/content/pandas/pandas/io/pytables.py,# values,values
/content/pandas/pandas/tests/series/test_logical_ops.py,# True | np.nan => True,true  npnan  true
/content/pandas/pandas/tests/test_algos.py,# doc example reshaping.rst,doc example reshapingrst
/content/pandas/pandas/core/dtypes/dtypes.py,# hash(nan) is (sometimes?) 0.,hashnan is sometimes
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# https://github.com/pandas-dev/pandas/issues/19096,httpsgithubcompandasdevpandasissues
/content/pandas/pandas/__init__.py,# pyright: ignore[reportUnusedImport] # noqa: F401,pyright ignorereportunusedimport  noqa f
/content/pandas/pandas/core/ops/array_ops.py,# TODO: can remove this after dropping some future numpy version?,todo can remove this after dropping some future numpy version
/content/pandas/pandas/io/pytables.py,"# with next check, we must have len(axes) == 1",with next check we must have lenaxes
/content/pandas/pandas/io/pytables.py,# nan_representation,nanrepresentation
/content/pandas/pandas/tests/indexes/timedeltas/test_constructors.py,# NumPy string array,numpy string array
/content/pandas/pandas/tests/reshape/test_cut.py,# See https://github.com/pandas-dev/pandas/pull/56101#discussion_r1405325425,see httpsgithubcompandasdevpandaspulldiscussionr
/content/pandas/pandas/io/sas/sas_constants.py,"# 119: """",  # not found",not found
/content/pandas/scripts/validate_rst_title_capitalization.py,"# Skip modification no matter what if title begins by "":"" to exclude specific",skip modification no matter what if title begins by  to exclude specific
/content/pandas/pandas/tests/io/pytables/test_compat.py,"#     expected[""object_nan""] = expected[""object_nan""].astype(""str"")",expectedobjectnan  expectedobjectnanastypestr
/content/pandas/pandas/tests/indexes/timedeltas/test_constructors.py,"# passing tz-aware DatetimeIndex raises, naive or ndarray[datetime64]",passing tzaware datetimeindex raises naive or ndarraydatetime
/content/pandas/pandas/core/sorting.py,# Iteratively process all the labels in chunks sized so less,iteratively process all the labels in chunks sized so less
/content/pandas/pandas/tests/base/test_misc.py,# sys.getsizeof will call the .memory_usage with,sysgetsizeof will call the memoryusage with
/content/pandas/pandas/tests/groupby/methods/test_nth.py,# Test that the timezone is retained when calling first,test that the timezone is retained when calling first
/content/pandas/pandas/core/dtypes/dtypes.py,# noqa: PYI034,noqa pyi
/content/pandas/pandas/tests/frame/methods/test_astype.py,# see GH#9757,see gh
/content/pandas/pandas/tests/io/json/test_compression.py,"# tm.assert_frame_equal(expected, df)",tmassertframeequalexpected df
/content/pandas/pandas/tests/strings/test_cat.py,# DataFrame in list,dataframe in list
/content/pandas/pandas/tests/test_algos.py,# decreasing -> sort matters,decreasing  sort matters
/content/pandas/pandas/util/_print_versions.py,# pyright: ignore [reportMissingImports],pyright ignore reportmissingimports
/content/pandas/pandas/core/indexers/objects.py,# 2) Use the indices to calculate the start & end bounds of the window,use the indices to calculate the start  end bounds of the window
/content/flask/src/flask/ctx.py,# type: ignore[union-attr],type ignoreunionattr
/content/pandas/pandas/tests/io/sas/test_sas7bdat.py,# github #13654,github
/content/pandas/pandas/tests/io/parser/test_python_parser_only.py,# see gh-13879 and gh-15910,see gh and gh
/content/pandas/pandas/io/pytables.py,# figure out data_columns and get out blocks,figure out datacolumns and get out blocks
/content/pandas/pandas/tests/extension/test_categorical.py,# See base.BaseInterFaceTests.test_contains for more details.,see basebaseinterfaceteststestcontains for more details
/content/pandas/pandas/io/common.py,# type: ignore[call-overload],type ignorecalloverload
/content/pandas/pandas/tests/indexes/categorical/test_indexing.py,# assert codes NOT in index,assert codes not in index
/content/pandas/pandas/tests/io/pytables/test_compat.py,"#         expected[""categorical_object""] = expected[""categorical_object""].astype(",expectedcategoricalobject  expectedcategoricalobjectastype
/content/pandas/pandas/tests/frame/test_query_eval.py,# no column named 'c',no column named c
/content/pandas/pandas/core/series.py,"# Without this, the call to infer_dtype will consume the generator",without this the call to inferdtype will consume the generator
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# ----- Series ----- #,series
/content/pandas/pandas/tests/indexing/test_chaining_and_caching.py,# this should not raise,this should not raise
